src,dst,relation_type,support,strength_sum,max_strength,lift_like,confidence,risk,next_control,evidence,mean_strength,relation_signal
pattern:other_particle,class:label_Hqql,particle_pattern_associated_with_class,62,2.6377188351846512,2.6377188351846512,1.0526315789473684,MEDIUM,co-occurrence only; can reflect sorting or class imbalance,route-neighbor trace and heldout stability,pattern:other_particle->label_Hqql support=62,0.0425438521803976,0.6568635490871508
pattern:particle0,class:label_Wqq,particle_pattern_associated_with_class,1,4.32062292098999,4.32062292098999,3.75,LOW,co-occurrence only; can reflect sorting or class imbalance,particle0/top-k/random controls,pattern:particle0->label_Wqq support=1,4.32062292098999,0.64142273201739
pattern:core_high_pt,class:label_Wqq,particle_pattern_associated_with_class,1,4.32062292098999,4.32062292098999,2.608695652173913,LOW,co-occurrence only; can reflect sorting or class imbalance,particle0/top-k/random controls,pattern:core_high_pt->label_Wqq support=1,4.32062292098999,0.64142273201739
pattern:other_particle,class:label_Tbl,particle_pattern_associated_with_class,31,2.598251304318828,2.598251304318828,0.9149040826364978,MEDIUM,co-occurrence only; can reflect sorting or class imbalance,route-neighbor trace and heldout stability,pattern:other_particle->label_Tbl support=31,0.08381455820383316,0.5881663712937981
pattern:wide,class:label_Hqql,particle_pattern_associated_with_class,18,2.647812088330587,2.647812088330587,0.6311360448807855,MEDIUM,co-occurrence only; can reflect sorting or class imbalance,route-neighbor trace and heldout stability,pattern:wide->label_Hqql support=18,0.14710067157392148,0.5247160925179833
pattern:charged,class:label_Zqq,particle_pattern_associated_with_class,4,3.021117627620697,3.021117627620697,1.257861635220126,LOW,co-occurrence only; can reflect sorting or class imbalance,route-neighbor trace and heldout stability,pattern:charged->label_Zqq support=4,0.7552794069051743,0.5197427759115019
pattern:particle0,class:label_Zqq,particle_pattern_associated_with_class,1,4.233418941497803,4.233418941497803,0.6250000000000001,LOW,co-occurrence only; can reflect sorting or class imbalance,particle0/top-k/random controls,pattern:particle0->label_Zqq support=1,4.233418941497803,0.49607437386309305
pattern:core_high_pt,class:label_Zqq,particle_pattern_associated_with_class,2,3.4548264741897583,3.4548264741897583,0.8695652173913043,LOW,co-occurrence only; can reflect sorting or class imbalance,particle0/top-k/random controls,pattern:core_high_pt->label_Zqq support=2,1.7274132370948792,0.48120710377236603
pattern:other_particle,class:label_Zqq,particle_pattern_associated_with_class,2,2.718842625617981,2.718842625617981,1.0526315789473686,LOW,co-occurrence only; can reflect sorting or class imbalance,route-neighbor trace and heldout stability,pattern:other_particle->label_Zqq support=2,1.3594213128089905,0.43327519355651245
pattern:wide,class:label_Zqq,particle_pattern_associated_with_class,1,2.6378486156463623,2.6378486156463623,1.0869565217391306,LOW,co-occurrence only; can reflect sorting or class imbalance,route-neighbor trace and heldout stability,pattern:wide->label_Zqq support=1,2.6378486156463623,0.3986686967103764
task:T1_PARTICLE0_SHORTCUT_OR_CORE_ANCHOR,hypothesis:AH1,task_monitors_hypothesis,1,1.0,1.0,1.0,HIGH,task score is deterministic weak signal,Run particle0 removal / keep-only particle0 / top-k removal / same-count random controls.,Is the all-head system over-dominated by particle0 / leading-core evidence?,1.0,0.2425666691282908
task:T3_NEGATIVE_SUPPRESSIVE_GATES,hypothesis:NEGATIVE_GATES,task_monitors_hypothesis,1,1.0,1.0,1.0,HIGH,task score is deterministic weak signal,Add suppressive-head analysis and class-specific negative gate gradients.,Are there heads that suppress the current class logit?,1.0,0.2425666691282908
task:T5_PATCH_VS_GRADIENT_DIVERGENCE,hypothesis:AH3,task_monitors_hypothesis,1,1.0,1.0,1.0,HIGH,task score is deterministic weak signal,Build patch-rank vs gate-rank report and run multi-head patch combinations.,"Which heads are patch-important but not gradient-important, or gradient-important but not patch-important?",1.0,0.2425666691282908
task:T4_HQQL_TBL_SIGNATURE,hypothesis:AH2,task_monitors_hypothesis,1,0.975,0.975,1.0,HIGH,task score is deterministic weak signal,"Run class-specific all-head gradients: Hqql, Tbl, Tbqq, Wqq, Zqq.",Is the current stream dominated by Hqql/Tbl high-confidence events?,0.975,0.24031666912829078
task:T2_HEAD_RANK_STABILITY,hypothesis:AH4,task_monitors_hypothesis,1,0.945,0.945,1.0,HIGH,task score is deterministic weak signal,"Keep tracking; if unstable, split by class/sample size and run heldout stability.",Do the same heads stay important across snapshots?,0.945,0.2376166691282908
run:latest,head:L1_ch112:128,run_has_head_signal,1,0.8005718103609979,0.8005718103609979,1.0,MEDIUM,gradient signal is not causal patch proof,compare with patch and class-specific gradients,L1_ch112:128 rank 1 gate_abs=0.8006,0.8005718103609979,0.2246181320607806
head:L1_ch112:128,hypothesis:AH4,head_supports_hypothesis,1,0.8005718103609979,0.8005718103609979,1.0,MEDIUM,needs multi-head patch controls,multi-head patch combinations,L1_ch112:128 rank 1 gate_abs=0.8006,0.8005718103609979,0.2246181320607806
run:latest,head:L0_ch40:48,run_has_head_signal,1,0.6734583724290131,0.6734583724290131,1.0,MEDIUM,gradient signal is not causal patch proof,compare with patch and class-specific gradients,L0_ch40:48 rank 2 gate_abs=0.6735,0.6734583724290131,0.21317792264690194
head:L0_ch40:48,hypothesis:AH4,head_supports_hypothesis,1,0.6734583724290131,0.6734583724290131,1.0,MEDIUM,needs multi-head patch controls,multi-head patch combinations,L0_ch40:48 rank 2 gate_abs=0.6735,0.6734583724290131,0.21317792264690194
run:latest,head:L2_ch224:256,run_has_head_signal,1,0.6716344718355686,0.6716344718355686,1.0,MEDIUM,gradient signal is not causal patch proof,compare with patch and class-specific gradients,L2_ch224:256 rank 3 gate_abs=0.6716,0.6716344718355686,0.21301377159349194
head:L2_ch224:256,hypothesis:AH4,head_supports_hypothesis,1,0.6716344718355686,0.6716344718355686,1.0,MEDIUM,needs multi-head patch controls,multi-head patch combinations,L2_ch224:256 rank 3 gate_abs=0.6716,0.6716344718355686,0.21301377159349194
run:latest,head:L1_ch16:32,run_has_head_signal,1,0.6645292914472519,0.6645292914472519,1.0,MEDIUM,gradient signal is not causal patch proof,compare with patch and class-specific gradients,L1_ch16:32 rank 4 gate_abs=0.6645,0.6645292914472519,0.21237430535854346
head:L1_ch16:32,hypothesis:AH4,head_supports_hypothesis,1,0.6645292914472519,0.6645292914472519,1.0,MEDIUM,needs multi-head patch controls,multi-head patch combinations,L1_ch16:32 rank 4 gate_abs=0.6645,0.6645292914472519,0.21237430535854346
run:latest,head:L0_ch48:56,run_has_head_signal,1,0.3620088746538386,0.3620088746538386,1.0,MEDIUM,gradient signal is not causal patch proof,compare with patch and class-specific gradients,L0_ch48:56 rank 5 gate_abs=0.3620,0.3620088746538386,0.18514746784713626
head:L0_ch48:56,hypothesis:AH4,head_supports_hypothesis,1,0.3620088746538386,0.3620088746538386,1.0,MEDIUM,needs multi-head patch controls,multi-head patch combinations,L0_ch48:56 rank 5 gate_abs=0.3620,0.3620088746538386,0.18514746784713626
run:latest,head:L2_ch128:160,run_has_head_signal,1,0.35113537810975676,0.35113537810975676,1.0,MEDIUM,gradient signal is not causal patch proof,compare with patch and class-specific gradients,L2_ch128:160 rank 6 gate_abs=0.3511,0.35113537810975676,0.1841688531581689
head:L2_ch128:160,hypothesis:AH4,head_supports_hypothesis,1,0.35113537810975676,0.35113537810975676,1.0,MEDIUM,needs multi-head patch controls,multi-head patch combinations,L2_ch128:160 rank 6 gate_abs=0.3511,0.35113537810975676,0.1841688531581689
run:latest,head:L0_ch8:16,run_has_head_signal,1,0.3350130717270077,0.3350130717270077,1.0,MEDIUM,gradient signal is not causal patch proof,compare with patch and class-specific gradients,L0_ch8:16 rank 7 gate_abs=0.3350,0.3350130717270077,0.18271784558372148
head:L0_ch8:16,hypothesis:AH4,head_supports_hypothesis,1,0.3350130717270077,0.3350130717270077,1.0,MEDIUM,needs multi-head patch controls,multi-head patch combinations,L0_ch8:16 rank 7 gate_abs=0.3350,0.3350130717270077,0.18271784558372148
run:latest,head:L2_ch64:96,run_has_head_signal,1,0.2969715459272265,0.2969715459272265,1.0,MEDIUM,gradient signal is not causal patch proof,compare with patch and class-specific gradients,L2_ch64:96 rank 8 gate_abs=0.2970,0.2969715459272265,0.17929410826174116
head:L2_ch64:96,hypothesis:AH4,head_supports_hypothesis,1,0.2969715459272265,0.2969715459272265,1.0,MEDIUM,needs multi-head patch controls,multi-head patch combinations,L2_ch64:96 rank 8 gate_abs=0.2970,0.2969715459272265,0.17929410826174116
run:latest,head:L2_ch0:32,run_has_head_signal,1,0.26421213281573724,0.26421213281573724,1.0,MEDIUM,gradient signal is not causal patch proof,compare with patch and class-specific gradients,L2_ch0:32 rank 9 gate_abs=0.2642,0.26421213281573724,0.17634576108170713
head:L2_ch0:32,hypothesis:AH4,head_supports_hypothesis,1,0.26421213281573724,0.26421213281573724,1.0,MEDIUM,needs multi-head patch controls,multi-head patch combinations,L2_ch0:32 rank 9 gate_abs=0.2642,0.26421213281573724,0.17634576108170713
run:latest,head:L0_ch0:8,run_has_head_signal,1,0.23265956228133292,0.23265956228133292,1.0,MEDIUM,gradient signal is not causal patch proof,compare with patch and class-specific gradients,L0_ch0:8 rank 10 gate_abs=0.2327,0.23265956228133292,0.17350602973361073
head:L0_ch0:8,hypothesis:NEGATIVE_GATES,head_supports_hypothesis,1,0.23265956228133292,0.23265956228133292,1.0,MEDIUM,negative gradient may be local objective artifact,class-specific suppressive-head analysis,L0_ch0:8 rank 10 gate_abs=0.2327,0.23265956228133292,0.17350602973361073
head:L0_ch0:8,hypothesis:AH4,head_supports_hypothesis,1,0.23265956228133292,0.23265956228133292,1.0,MEDIUM,needs multi-head patch controls,multi-head patch combinations,L0_ch0:8 rank 10 gate_abs=0.2327,0.23265956228133292,0.17350602973361073
task:T6_WIDE_SECONDARY_CONTEXT,hypothesis:T6_WIDE_SECONDARY_CONTEXT,task_monitors_hypothesis,1,0.195,0.195,1.0,LOW,task score is deterministic weak signal,Run route-neighbor trace for top all-head particles and wide secondary particles.,"Besides particle0/core, is there stable wide/secondary particle context?",0.195,0.17011666912829077
run:latest,head:L0_ch24:32,run_has_head_signal,1,0.19300828850828114,0.19300828850828114,1.0,MEDIUM,gradient signal is not causal patch proof,compare with patch and class-specific gradients,L0_ch24:32 rank 11 gate_abs=0.1930,0.19300828850828114,0.1699374150940361
head:L0_ch24:32,hypothesis:AH4,head_supports_hypothesis,1,0.19300828850828114,0.19300828850828114,1.0,MEDIUM,needs multi-head patch controls,multi-head patch combinations,L0_ch24:32 rank 11 gate_abs=0.1930,0.19300828850828114,0.1699374150940361
run:latest,head:L1_ch32:48,run_has_head_signal,1,0.18464690914843226,0.18464690914843226,1.0,MEDIUM,gradient signal is not causal patch proof,compare with patch and class-specific gradients,L1_ch32:48 rank 12 gate_abs=0.1846,0.18464690914843226,0.16918489095164968
head:L1_ch32:48,hypothesis:AH4,head_supports_hypothesis,1,0.18464690914843226,0.18464690914843226,1.0,MEDIUM,needs multi-head patch controls,multi-head patch combinations,L1_ch32:48 rank 12 gate_abs=0.1846,0.18464690914843226,0.16918489095164968
run:latest,head:L1_ch64:80,run_has_head_signal,1,0.1722523553995416,0.1722523553995416,1.0,MEDIUM,gradient signal is not causal patch proof,compare with patch and class-specific gradients,L1_ch64:80 rank 13 gate_abs=0.1723,0.1722523553995416,0.16806938111424952
head:L1_ch64:80,hypothesis:NEGATIVE_GATES,head_supports_hypothesis,1,0.1722523553995416,0.1722523553995416,1.0,MEDIUM,negative gradient may be local objective artifact,class-specific suppressive-head analysis,L1_ch64:80 rank 13 gate_abs=0.1723,0.1722523553995416,0.16806938111424952
head:L1_ch64:80,hypothesis:AH4,head_supports_hypothesis,1,0.1722523553995416,0.1722523553995416,1.0,MEDIUM,needs multi-head patch controls,multi-head patch combinations,L1_ch64:80 rank 13 gate_abs=0.1723,0.1722523553995416,0.16806938111424952
run:latest,head:L1_ch80:96,run_has_head_signal,1,0.16934443782083686,0.16934443782083686,1.0,MEDIUM,gradient signal is not causal patch proof,compare with patch and class-specific gradients,L1_ch80:96 rank 14 gate_abs=0.1693,0.16934443782083686,0.1678076685321661
head:L1_ch80:96,hypothesis:NEGATIVE_GATES,head_supports_hypothesis,1,0.16934443782083686,0.16934443782083686,1.0,MEDIUM,negative gradient may be local objective artifact,class-specific suppressive-head analysis,L1_ch80:96 rank 14 gate_abs=0.1693,0.16934443782083686,0.1678076685321661
head:L1_ch80:96,hypothesis:AH4,head_supports_hypothesis,1,0.16934443782083686,0.16934443782083686,1.0,MEDIUM,needs multi-head patch controls,multi-head patch combinations,L1_ch80:96 rank 14 gate_abs=0.1693,0.16934443782083686,0.1678076685321661
run:latest,head:L1_ch48:64,run_has_head_signal,1,0.12998252359684553,0.12998252359684553,1.0,MEDIUM,gradient signal is not causal patch proof,compare with patch and class-specific gradients,L1_ch48:64 rank 15 gate_abs=0.1300,0.12998252359684553,0.1642650962520069
head:L1_ch48:64,hypothesis:AH4,head_supports_hypothesis,1,0.12998252359684553,0.12998252359684553,1.0,MEDIUM,needs multi-head patch controls,multi-head patch combinations,L1_ch48:64 rank 15 gate_abs=0.1300,0.12998252359684553,0.1642650962520069
run:latest,head:L0_ch32:40,run_has_head_signal,1,0.11387336922925896,0.11387336922925896,1.0,MEDIUM,gradient signal is not causal patch proof,compare with patch and class-specific gradients,L0_ch32:40 rank 16 gate_abs=0.1139,0.11387336922925896,0.1628152723589241
head:L0_ch32:40,hypothesis:AH4,head_supports_hypothesis,1,0.11387336922925896,0.11387336922925896,1.0,MEDIUM,needs multi-head patch controls,multi-head patch combinations,L0_ch32:40 rank 16 gate_abs=0.1139,0.11387336922925896,0.1628152723589241
run:latest,head:L2_ch32:64,run_has_head_signal,1,0.10588864014716826,0.10588864014716826,1.0,MEDIUM,gradient signal is not causal patch proof,compare with patch and class-specific gradients,L2_ch32:64 rank 17 gate_abs=0.1059,0.10588864014716826,0.16209664674153593
head:L2_ch32:64,hypothesis:NEGATIVE_GATES,head_supports_hypothesis,1,0.10588864014716826,0.10588864014716826,1.0,MEDIUM,negative gradient may be local objective artifact,class-specific suppressive-head analysis,L2_ch32:64 rank 17 gate_abs=0.1059,0.10588864014716826,0.16209664674153593
head:L2_ch32:64,hypothesis:AH4,head_supports_hypothesis,1,0.10588864014716826,0.10588864014716826,1.0,MEDIUM,needs multi-head patch controls,multi-head patch combinations,L2_ch32:64 rank 17 gate_abs=0.1059,0.10588864014716826,0.16209664674153593
run:latest,head:L2_ch96:128,run_has_head_signal,1,0.06340889002894981,0.06340889002894981,1.0,MEDIUM,gradient signal is not causal patch proof,compare with patch and class-specific gradients,L2_ch96:128 rank 18 gate_abs=0.0634,0.06340889002894981,0.15827346923089627
head:L2_ch96:128,hypothesis:NEGATIVE_GATES,head_supports_hypothesis,1,0.06340889002894981,0.06340889002894981,1.0,MEDIUM,negative gradient may be local objective artifact,class-specific suppressive-head analysis,L2_ch96:128 rank 18 gate_abs=0.0634,0.06340889002894981,0.15827346923089627
head:L2_ch96:128,hypothesis:AH4,head_supports_hypothesis,1,0.06340889002894981,0.06340889002894981,1.0,MEDIUM,needs multi-head patch controls,multi-head patch combinations,L2_ch96:128 rank 18 gate_abs=0.0634,0.06340889002894981,0.15827346923089627
run:latest,head:L0_ch16:24,run_has_head_signal,1,0.0610171883367002,0.0610171883367002,1.0,MEDIUM,gradient signal is not causal patch proof,compare with patch and class-specific gradients,L0_ch16:24 rank 19 gate_abs=0.0610,0.0610171883367002,0.1580582160785938
head:L0_ch16:24,hypothesis:AH4,head_supports_hypothesis,1,0.0610171883367002,0.0610171883367002,1.0,MEDIUM,needs multi-head patch controls,multi-head patch combinations,L0_ch16:24 rank 19 gate_abs=0.0610,0.0610171883367002,0.1580582160785938
run:latest,head:L2_ch192:224,run_has_head_signal,1,0.04265837218845264,0.04265837218845264,1.0,MEDIUM,gradient signal is not causal patch proof,compare with patch and class-specific gradients,L2_ch192:224 rank 20 gate_abs=0.0427,0.04265837218845264,0.15640592262525152
head:L2_ch192:224,hypothesis:AH4,head_supports_hypothesis,1,0.04265837218845264,0.04265837218845264,1.0,MEDIUM,needs multi-head patch controls,multi-head patch combinations,L2_ch192:224 rank 20 gate_abs=0.0427,0.04265837218845264,0.15640592262525152
run:latest,head:L1_ch0:16,run_has_head_signal,1,0.03685495215468107,0.03685495215468107,1.0,MEDIUM,gradient signal is not causal patch proof,compare with patch and class-specific gradients,L1_ch0:16 rank 21 gate_abs=0.0369,0.03685495215468107,0.15588361482221208
head:L1_ch0:16,hypothesis:NEGATIVE_GATES,head_supports_hypothesis,1,0.03685495215468107,0.03685495215468107,1.0,MEDIUM,negative gradient may be local objective artifact,class-specific suppressive-head analysis,L1_ch0:16 rank 21 gate_abs=0.0369,0.03685495215468107,0.15588361482221208
head:L1_ch0:16,hypothesis:AH4,head_supports_hypothesis,1,0.03685495215468107,0.03685495215468107,1.0,MEDIUM,needs multi-head patch controls,multi-head patch combinations,L1_ch0:16 rank 21 gate_abs=0.0369,0.03685495215468107,0.15588361482221208
run:latest,head:L2_ch160:192,run_has_head_signal,1,0.033821698091924195,0.033821698091924195,1.0,MEDIUM,gradient signal is not causal patch proof,compare with patch and class-specific gradients,L2_ch160:192 rank 22 gate_abs=0.0338,0.033821698091924195,0.15561062195656394
head:L2_ch160:192,hypothesis:NEGATIVE_GATES,head_supports_hypothesis,1,0.033821698091924195,0.033821698091924195,1.0,MEDIUM,negative gradient may be local objective artifact,class-specific suppressive-head analysis,L2_ch160:192 rank 22 gate_abs=0.0338,0.033821698091924195,0.15561062195656394
head:L2_ch160:192,hypothesis:AH4,head_supports_hypothesis,1,0.033821698091924195,0.033821698091924195,1.0,MEDIUM,needs multi-head patch controls,multi-head patch combinations,L2_ch160:192 rank 22 gate_abs=0.0338,0.033821698091924195,0.15561062195656394
run:latest,head:L1_ch96:112,run_has_head_signal,1,0.00589493813458829,0.00589493813458829,1.0,MEDIUM,gradient signal is not causal patch proof,compare with patch and class-specific gradients,L1_ch96:112 rank 23 gate_abs=0.0059,0.00589493813458829,0.15309721356040373
head:L1_ch96:112,hypothesis:NEGATIVE_GATES,head_supports_hypothesis,1,0.00589493813458829,0.00589493813458829,1.0,MEDIUM,negative gradient may be local objective artifact,class-specific suppressive-head analysis,L1_ch96:112 rank 23 gate_abs=0.0059,0.00589493813458829,0.15309721356040373
head:L1_ch96:112,hypothesis:AH4,head_supports_hypothesis,1,0.00589493813458829,0.00589493813458829,1.0,MEDIUM,needs multi-head patch controls,multi-head patch combinations,L1_ch96:112 rank 23 gate_abs=0.0059,0.00589493813458829,0.15309721356040373
run:latest,head:L0_ch56:64,run_has_head_signal,1,0.004626238928176459,0.004626238928176459,1.0,MEDIUM,gradient signal is not causal patch proof,compare with patch and class-specific gradients,L0_ch56:64 rank 24 gate_abs=0.0046,0.004626238928176459,0.15298303063182667
head:L0_ch56:64,hypothesis:NEGATIVE_GATES,head_supports_hypothesis,1,0.004626238928176459,0.004626238928176459,1.0,MEDIUM,negative gradient may be local objective artifact,class-specific suppressive-head analysis,L0_ch56:64 rank 24 gate_abs=0.0046,0.004626238928176459,0.15298303063182667
head:L0_ch56:64,hypothesis:AH4,head_supports_hypothesis,1,0.004626238928176459,0.004626238928176459,1.0,MEDIUM,needs multi-head patch controls,multi-head patch combinations,L0_ch56:64 rank 24 gate_abs=0.0046,0.004626238928176459,0.15298303063182667
